index,text,value
7002,fotoğraf ve videolarımın çalınması,2
7003,üzerime borç yapılması,2
7004,Instagram hesabım çalındı. Destek ekibine yazdım ama hala bir geri dönüş yok.,3
7005,Firmanızdan aldığım hizmetten memnun değilim. Sürekli problem yaşıyorum.,2
7006,hesap bilgilerime el konulup yayılması,2
7007,@bitcicom @BitcicomDestek Grafik yok formasyon yok kafaniza göre takılıyosunuz 3 aşagı 5 yukarı bravo,2
7008,hiçbir sorumluluk kabul etmiyorum,2
7009,zor kullanılıyor,2
7010,Netflix dizileri harika ama arayüzü biraz karmaşık.,3
7011,Modem olmayan ürüne modem deyip satan Erzurum MNG Media Markt satış temsilcisi suç sende değil senin bilgisizliğinle orada seni çalıştıranda. Ürünün geri alımını talep ediyorum. Ürün: TP-Link TL-WR840N 300 Mbps Kablosuz 4 Portlu Menzil Genişletici/Access Point/Router.,2
7012,temiz bir taşımacılık,1
7013,PTT avm'den aldığım bilgisayar çok yavaş çalışıyor. Memnun kalmadım.,2
7014,83 dogumlular ucamiyor mu,2
7015,Güven Rahat ve Güleryüz,1
7016,Merhaba $SGB Songbird tokenların 5 Kasım dan önce dağıtılması gerekli $EXFI airdropuna hak kazanmamız için yardımlarınızı rica ediyoruz.,0
7017,@yea_gear @ByVanir @csdestek Amazondan 164 euro ya almislar 400 kusur euro ya iteliyorlar,2
7018,yanlış girdi,2
7019,hakkimdaki tekniktakip/dinleme kararinda gazeteci oldugum gizleniyor turktelekom grubu deniyor bu tribune hicgitmedim,0
7020,paketim kayboldu,2
7021,@VodafoneTR @VodafoneDestek 1 gün vodafon yetkilisi kapınıza gelip eğer vodafon netliyseniz herhangi bir cayma bedeli ödemeden fibere geçebilirsiniz derse inanmayın hem eskiye hem yeniye 6 ay fatura ödemeye devam ettim kimse ilgilenmedi sonuç bu 881 tl cayma bedeli. 😡,2
7022,Kimse ilgilenmiyor,2
7023,paketin keyfini rahat rahat çıkartacağınız,2
7024,TurkNet'ten Superonline internet sağlayıcısına yönetim kampanyası \n geçiş sağladım. Fakat 25 mgp yetmez diye özellikle belirttim. Hızım 100 mgp olsun diye özellikle belirttim. Fiyat 50 TL fazla olsun önemli değil diye üstüne basa basa belirttim. Fakat kampanya gelişiminde 3-5 kişi ile görüşme yaptım. Sonuç rez... T. Konuşmalarımız ve bilgilendirme\ntamamıyla çok değil çok çok eksik.\nÇözüm aldığınız hizmet bir sene devam edecek sonra sizin istediğiniz hizmet ürünü alacaksınız. Superonline rez... K\nDevam ediyor. Çözüm yok. Birbirlerinden haberi olmayan sistem? Müşteri kazanayım ne olursa olsun! Mantığı yazık ne hale geldik getirildik... Yalan dolan diz değil boyumuzu aşmış... İyi araştırın modern telefon... Do. \n Dikkat... Yönetim paketinden olaya gir!? \nHoşgeldin TV+Plas paketi kullan!? İnanılmaz işler) ) ) ) ) ) ) yazık,2
7025,küçücük el kadar çiçekimsi,2
7026,Kyk kredi ödememi Zirrat mobil bankacılıktan da kyk. ziraat internet şubesinden de yapamıyorum! Bir problem mi var nereden ödeyebilirim kredimi ödeme tarihi geçip vergi dairesine düşmesini istemiyorum @ziraatbankasi @ZiraatDestek @KYK_DESTEK,2
7027,asla kimseye vermem,2
7028,Ben bu kuruma sokak aydınlatma arızası bildirdim. Beş sefer insanla dalga geçer gibi beş sefer aynı mesaj geliyor: 'Gerekli kontroller yapılmıştır. Arıza giderildi.' Böyle bir kuruma yazıklar olsun. Bizim ödediğimiz paralarla ayakta duruyorlar. Bu kurumun hiç mi yetkilisi bunu görmüyor? Demek ki herkes işini doğru düzgün yapmıyor. En son bildirimimde üst yönetime bildirileceğini söylediler yine çözüm yok.,2
7029,tamamlanmadı,2
7030,azalarak bitersiniz inşallah tez zamanda #paribu @ParibuCom @ParibuDestek,2
7031,çok uygun fiyata geldi,1
7032,@yemeksepeti sipariş ettiğim yemek buz gibi geldi ve hiç lezzetli değildi.,2
7033,Marka Türkiye 2017'nin Bayrak Taşıyıcı Marka Ödülü'nü Türk Hava Yolları @TK_TR alıyor. #MarkaTürkiye17,0
7034,bunda öyle bir problem yok,1
7035,Bak gene aynısı oldu smsle de aynı bilgi geliyor uygulamayı silip yüklemek çözüm değil yani! @VodafoneDestek,2
7036,kuru şekilde de kullanabiliyorum,1
7037,@VodafoneDestekkesinti ne kadar sürücek acaba ?,2
7038,batık oluşturuyor,2
7039,@DominosTR @DominosDestek @dominosBoyle bir siparis gercekten adiniza yakışır  iki elinizle bir pizzayı doğrultamamışsınız👍🏻,2
7040,Jilet cildimi tahriş ediyor,2
7041,Koca Kuveyt Türk şubesinde 3 adet gişede tek kişi çalışıyor en az 10 kişi sırada bekliyor! @KTDestek,2
7042,Yedek başlığı biraz pahalı,2
7043,Araba kiralama sırasında yaşadığım sorunlar çözülemedi. Budget,2
7044,paketlemeleri mükemmel,1
7045,Pttcell müşterisiyim. Taahhüdüm bitmesine yakın t*** mobil uygulamasındaki 'size özel teklif' bölümündeki tarifeyi 154 TL karşılığında kabul ederek kullanmaya başladım; ancak faturam 479 TL olarak geldi. Benim oğlum PTT'de çalıştığı için Pttcell aile tarifesinde olmama rağmen bu şekilde bir fatura çıkarıldı. Gereğinin en kısa sürede yapılıp düzeltilmesini talep ediyorum aksi takdirde hukuki yollara başvuracağım.,2
7046,kalitesiz çıktı,2
7047,yıprandı,2
7048,0537******360 Bolu Pttcell faturalı hat kullanmaktayım 2023 Kasım ayına ait 198.25 TL fatura yansıtılmıştır asıl fatura bedelim 137.52 TL dir. Sözde 300 MB lik internet aşımı olmuş ve 61.41 TL aşım ücreti yansıtılmıştır mobil uygulamadan yeni tarifeye geçerken internetiniz aşımsız diye bir bilgi verilmedi. Haksız yere internetimi aşmadığım halde aşım ücreti adı altında fazla ücret yansıtmaktadırlar. Türk Telekom ve Pttcell den şikayetçiyim,2
7049,Huuuuuu!!!!! @VodafoneTR @VodafoneDestekorda mısınız? Bir cevap verin. Buradan HALK VE MÜŞTERİ SESLENİYOR. ALOOOOO!!!!!,2
7050,cevap bile vermiyorsunuz,2
7051,Aras Kargo ile gönderim süper hızlıydı ama paket hasar görmüştü.,3
7052,filtre sağlayamayacaktınız,2
7053,şehirsuyu içiyoruz,2
7054,09.50 milano uçağında yaşattığınız rezillik için teşekkür ederiz @AJ_Destek @AJET_TR yolun yarısında uçak arıza yaptı diyip geri istanbula döndürüp 3 kere inmeyi deneyip daha sonrasında inememeniz hepsi için teşekkürler.,2
7055,@Yemeksepeti yemek siparişim yanlış geldi. Beklediğim yemeği gönderir misiniz?,2
7056,Kumandaya taktığımız pil 1 hafta zar zor dayanıyor,2
7057,Rüzgarnet'ten üyelik diye kimlik bilgilerini vs aldılar iki gün içinde de hat gelecek kullanıma başlayabilirsiniz dediler bu insanlar güvenilir mi bilmiyorum bugün vs aradım bakmadılar bakmak istemiyorlar yardımcı olur musunuz ulaşım sağlanılmıyor üyeliğimi alan kişi e*** k***.,2
7058,Sorunun kumandadan kaynaklandığından,2
7059,paramızı çöpe attığımızı düşünüyoruz,2
7060,TurkNet internet ve telefon sıkıntısını 4 gündür çözemediler. 4 günde en az 10 defa görüşme yaptım ama çözüm üretemiyorlar. Bir bina içindeki kutudaki bağlantılara gelip bakmıyorlar ama 12 aylık ödeme yapın avantajlı çıkın diyorlar. 12 ay peşin ödeme yapmanın sıkıntısını ben çekiyorum siz keyfini sürüyorsunuz. Ne güzel memleket! Önce dürüst bir şekilde işinizi yapın.,2
7061, neden sadece kutuda belirtiyorsunuz,2
7062,Merhabalar ben henüz sipariş vermedim ama öncelikle bir şikayet var mı diye bakmak istedim. Tüzder'in yayınlarını almak istiyorum. Yani elinizde tedarik yoksa boşuna sipariş vermek istemiyorum. Geri dönüş yaparsanız sevinirim çünkü insanlar çok mağdur olmuş ben de mağdur olmak istemiyorum.,0
7063,ekranı bozuldu,2
7064,@LCW_destek Mağazanızdaki çalışanlar çok ilgiliydi. Ancak kasada çok uzun süre bekledim.,3
7065,garanti kapsamı dışında kaldığı söylendi,2
7066,Ürünü denemedim sisteme kaydettim. Ancak kapağında küçük küçük göçükler vardı. Kargo firması kaynaklı olduğunu düşünmüyorum. Çünkü kutu içinde geldi. Sıkıntı olmazsa soğutma ve sıcak tutmasında kullacağım.,2
7067,Gayet yeterli. Amazon farkı.,1
7068,Bu nasıl bir esnaflık?,2
7069,Çağrı merkezine bağlanabilmem için daha kaç dakika beklemem gerek @VakifBank @VakifBankDestek,2
7070,affedemiyorum,2
7071,küflü çıktı,2
7072,@_meryemm55 Ok. Burada da dursun gormeyenler gorsun. @EvkurOnline @EvkurDestek,0
7073,gönlümü aldı,1
7074,@SetrabetDestek 312819475,0
7075,Trendyoldan perde aldık 1300 TL verip. Gelen perdenin dikimine bak. Müthiş. Esnaflık bitmiş gerçekten. Şimdi geri göndersem ben onu ölçüye göre hazırladım diyerek iade almayacak mı? @TrendyolDestek,2
7076,Kart limitim açık ve kartımın borcu yok,2
7077,Kartımın kullanıma açılması istiyorum,2
7078,Değerli @AkbankDestek@Akbankhem sabit numara arıyorsunuz (0212)3857180 arıyorsun geri döndüğümüzde neden ulaşamıyoruzacaba,2
7079,Bizimkiler çok dürüst insanlar hocam bizler kefiliz. Şerle işleri olmaz😎 😂😂 #Btc #Binance #DolarTL #BtcTurk @Binance_Turkish @BtcTurkDestek,0
7080,hesap blokeli uyarısı alıyorum,2
7081,arıza,2
7082,350 Bin Nüfuslu Siirt Türkiye'nin Tek Mezbahanesi Olmayan Şehir Ünvanına Sahip.😎 @saglikbakanligi @tarimveormanbak @siirtbelediyesi @osman_oren @alifuatatik @AvEkremOlgac,0
7083,incredibly angry,2
7084,Ürün siparişi verdim ancak hala kargoya verilmedi. İlgilenir misiniz? @Hepsiburada,2
7085,Psikoloji bölümü öğrencimiz Zeynep Aydemir’in sunumu ile Turkcell Platinum İstanbul Night Flight’ın bu geceki konseri başlıyor!,0
7086,muhatap bulamıyoruz,2
7087,Amazon’dan aldığım kitaplar zamanında geldi ve paketlemesi çok iyiydi.,1
7088,çekim gücü gerçekten başka heyecanlar aramaya başladım artık,2
7089,En geniş 4.5G kapsama alanı diyorsunuz ama o kadar kötüüüki,2
7090,@IsBankasiDestek Yaaaaa🥺💗,1
7091,Enerji teşvikleri açıklandı: Enerji Bakanlığı 50 milyar dolarlık yenilenebilir enerji yatırımlarının rotasını çiz... http://bit.ly/9AK1je,2
7092,siparişlerim sürekli gecikiyor,2
7093,ATM KARTI'nda bir gelişme bir hareket?,2
7094,Turkcell faturamda yanlışlık var. Fazladan ücret kesilmiş.,2
7095,Instagram reklamları çok fazla sinir bozucu oldu. Artık reklam görmek istemiyorum.,2
7096,paketimi kaybetti,2
7097,PayFix'ten paramı çekemiyorum. Bankaların hepsinde para çekme işlemleri geçici olarak kapalı yazıyor. Canlı destekten sonuç alamıyor müşteri hizmetleri numarasından da kimseye ulaşamıyorum. Uzun zamandır da durum değişmedi. Sorunun çözülmesini ve tarafıma dönüş yapılmasını rica ediyorum. Bu zamanda günümüz teknolojide hala çözülememiş olması gerçekten üzücü.,2
7098,ısındı ve sonra kapandı,2
7099,@TurkNetDesteksizi seçtiğimiz günden beri ev telefonumuz arızalı. Ücretsiz 1000 dk için se para isteyin ama teli kesmeyin,2
7100,nereden garanti servisine göndereceğimi bulamıyorum,2
7101,Işte Turkcell Superonlinemodem ve yanındaki güzel Samsung Tablet Turkcell'in bu kampanyası bana adeta bir hediye gibi geldi :D uzundur tablet alacaktım alamamıştım hesapta yokken tabletim oldu atama hediyesi olsun 😎 @yusufdizlek_07 @Turkcell,3
7102,bilgilendirme yapmıyor,2
7103,Aradığımda arapça için 8 e bastım hemen beni yetkiliye bağladılar türkçe devam ettiğimde ise dakikalarca bekletildim araplar daha mı değerli sizin için?? @DSmartDunyasi @DSmartDestek,2
7104,patlak,2
7105,@VodafoneDestek @jeyjey3588 Size ulaşmak niye mümkün değil? 0 850 215 13 03 diye bir numara belirlemişsiniz vodafonepay'de bu numara çalmıyor bile. konuyu savcılığa gönderiyoruz artık. Yeter be! Lanet olsun.,2
7106,Hala gelen giden yok,2
7107,@Koctas mağazasından aldığım mobilya eksik parçalarla geldi. Nasıl böyle bir şey olabilir?,2
7108,saatlerdir su boşa gidiyor,2
7109,Basvurumun uzerinden yaklasik 4 ay gectilutfen pasaportumun basilip ulastirilmasi konusunda yardimci olur musunuz @TCNufusDestek @TCNufus,2
7110,Güzel,1
7111,⚽ Türkiye Futbol Federasyonu Galatasaray ile Beşiktaş arasında oynanacak Turkcell Süper Kupa maçının tarihini ve stadyumunu açıkladı! 🟡🔴 Galatasaray x Beşiktaş ⚫⚪🗓 3 Ağustos Cumartesi⏰ 20.45🏟 Atatürk Olimpiyat Stadı,0
7112,ama çok hassas,2
7113,Akşam yanmaz sabah sönmez?@uskudarbld @ayedasdestek,2
7114,ufak bir düșüște kırılabilir,2
7115,Biletix'ten aldığım bilet etkinlik iptal edildiği halde para iadesi yapılmadı! Bu kadar mı zor?,2
7116,hala bir haber yok,2
7117,Exxen'den üyelik satın aldım kartımdan 223 TL çekildi sonrasında iptal ettirdim. Müşteri hizmetlerini arayarak sonrasında tekrardan 223 TL çekildi iptale rağmen bir de baktım ki iptal edilmemiş aboneliğim siz nasıl şirketsiniz Exxen? Lütfen paramı geri verin Lütfen!,2
7118,bavulum gelmedi,2
7119,Aylar önce Filbox'a maç izlemek için üye oldum. Daha sonra üyeliğimi iptal edemedim; sadece bir kez e-posta ile zahmet edip cevap verdiler. İptal edileceğini söylediler ama ödemeye devam ettiler. Şimdi ne siteye erişilebiliyor ne de iptal işlemi gerçekleştirilebiliyor. Defalarca e-posta göndermeme rağmen üyeliğimi iptal etmiyorlar. Her ay kredi kartımdan ödeme alınıyor. Eğer bu durumu görüp gerekeni yapmazlarsa yasal yollara başvuracağım.,2
7120,Teknik destek vaadeden telefon numaranızı sabahtan bu yana arıyoruz,2
7121,Hakmar Marketten Süzme Peynir almak istedim. Reyonda indirime giren Pınar Marka az yağlı süzme Peynir 119 TL yazmasına rağmen kasaya geldiğimde 155 TL yazması bana tam bir şok yarattı. Kasiyerin tutumu da çok ilginçti. Etiket değişmemiş. Bu kadar fiyat farkı olur mu? Biz ürünü neye göre alacağız? 36 TL bir üründe fiyat farkı olmamalı. Buraya yazıyorum ki herkes görsün. Gerekli önlemler alınsın. İnsanlar mağdur edilmesinler.,2
7122,kaç gün aramamız gerekiyor,2
7123,Çok da mükemmel bir cihaz değil küçücük bir şey elime zor sığıyor,1
7124,eksik ürün gönderiyorsunuz,2
7125,This morning we sent via @TurkishAirlines 13 tons of in-kind aid including 750 mattresses and 550 blankets donated by our Ugandan friends for the victims of the earthquake. On behalf of the Turkish people we thank our Ugandan sisters&amp;brothers 🇹🇷🤝🇺🇬@disisleridestek @UgandaMFA,0
7126,çikolatalar yok,2
7127,Herhangi bir servis kullanmadım,2
7128,Http Click n Play işgüzarlığı! Düzenli olarak Turkcell hattı kullanıyorum. Otomatik ödemede sağladığım için gözümden kaçmış. Uzunca bir süre http Click n Play başlığı altında aylık 179 TL ödeme sağlanmış. Turkcell'i aradım Paycell'e yönlendirdiler. İade talebimi ilettim 0850 533 3360 numarasını ilettiler. Buradan da iptalimin sağlanacağı ancak iademin sağlanmayacağı iletildi. Müşteri temsilcisi sorunumu çözmedi. Son derece kaba konuşarak anlamaya dinlemeye çalışmadan konuştu ve bir başka müşteri hizmetleri temsilcisi ile görüşmeme de engel oldu. İstediğim yere şikayet edebilirmişim bu ücretin iadesi sağlanmayacakmış. İsmim de Yaren diye iletti. İademin sağlanmasını istiyorum.,2
7129,hızlı ilgilenirseniz sevinirim,2
7130,AnadoluJet ile yaptığım uçuşta bagajım hasar gördü. Tazminat talep ediyorum.,2
7131,@Hepsiburada müşteri hizmetleriyle konuşmak tam bir işkence. Uzun süre beklemeden sonra çözüm bulamıyorlar.,2
7132,eve gelindi ama ulaşılamadı deniyor,2
7133,müşteri desteği mükemmel,1
7134,Yaklaşık 1.5 ay önce işe giriş için istenen sağlık raporlarını maalesef Manisa'daki Deva Tıp Merkezinden aldım. Amatör yaklaşım ve teçhizatlarını bir yana bıraktım aldığım rapora tekrar ihtiyacım oldu ve aradığımda eski belgeyi aynı şekilde (eski firmanın adı yazacak şekilde) çıkaracaklarını ve yine sıfırdan muayene olmuş gibi ücret alacaklarını söylediler. Bu kadar düzensiz ve sadece para odaklı bir sağlık kuruluşu görmedim.,2
7135,hemen çözdüler,1
7136,Yeter gerçekten yeter @toroslardestek @BeratAlbayrak @TCEnerji @enerjisa,0
7137,Cook Kalitesi. Kahvenin Aromasını Bozmadan Filtreliyor ve kağıt tadı almıyorsunuz üstelik acımtırak bir tatda yok ev için ideal bir filtre kahve kağıdı,1
7138,mevcut 30Gb +Hediye 5GB internetim faturâ gününe 16 gün kala bitiyor,2
7139,Bu ne dalga mı geçiyorsunuz? Superonline arattınız bize ya! @TurkNetDestek @TurkNet,2
7140,40 dakikada ben vilayet değiştiriyorum.Bu nasıl hizmet?,2
7141,üyeliği iptal et seçeneği olması gerekiyorAncak bu ibare çıkmıyor,2
7142,@Sony Türkiye garanti kapsamında olan cihazımı tamir ettirmek istiyorum ama kimseye ulaşamıyorum. Bu nasıl bir hizmet anlayışıdır?,2
7143,#epicshot4glory Güvenli@TK_TR,0
7144,üyeliğimi iptal edemiyorum.,2
7145,Parasını ödediğim ürünüm ne kargoya verildi ne de benimle iletişime geçildi. Arayıp be olduğunu sorabileceğim bir telefon numarası bile yok. Mail atıyorum ona da dönüş sağlanmıyor. İletişime geçip ya ürünü gönderin ya paramı iade edin böyle bir ilgisizlik yok,2
7146,Boşu boşuna her ay 330 TL ödüyorum,2
7147,üyelik iptalini sağlayamıyorum,2
7148,Sipariş ettiğim kitaplar çok hızlı geldi. Teşekkürler @Kitapyurdu!,1
7149,hatalı düzenlenmiş,2
7150,Akbank kredi kartımı güncelledim ve yeni kart geldi. Hizmet hızlıydı.,1
7151,hatanızı düzeltin,2
7152,Daha önceden kullandığım bir ürün,0
7153,bana önerilen paket fiyatları çok yüksek,2
7154,@UPSDestek Şu an şubenizde kargom. Yarım saate aldiracagim,0
7155,@Turkcell müşteri hizmetleri çok yardımcı oldu teşekkür ederim.,1
7156,zararımın iadesini talep ediyorum,2
7157,@arcelik @ArcelikDestek pişmanlıktır. Aynı ürün aynı arıza ayni ürün ile değişim ama iki mesaj arasındaki farkı bulun. 380TL biri digeri 1.610 TL,2
7158,henüz bir geri dönüş alamadım,2
7159,Küçük boyutu ile son derece kullanışlı bir ürün.,1
7160,almam gerektiği halde kabul etmiyor,2
7161,Fiyatı da uygun,1
7162,C 300 kapı no 121b kavacık m.koy hattı m.koy yönü saat 14.35 hareket .resimde de gördünüz hav sıcaklığı 19 derece kalorifer yanıyor. Patates çuvalı taşımasına devam. @iettdestek @ibbBeyazmasa @yeayozen @istanbulbld,2
